tpep_pickup_datetime,tpep_dropoff_datetime,DOLocationID,PULocationID,pickup_date,pickup_time
2015-07-01 18:22:41,2015-07-01 18:32:44,234,162,2015-07-01,18:22:41
2015-07-01 10:07:31,2015-07-01 10:26:55,148,90,2015-07-01,10:07:31
2015-07-01 14:22:35,2015-07-01 14:54:39,13,162,2015-07-01,14:22:35
2015-07-01 07:35:36,2015-07-01 07:43:03,230,142,2015-07-01,07:35:36
2015-07-01 16:08:58,2015-07-01 16:31:35,164,236,2015-07-01,16:08:58
2015-07-01 20:16:05,2015-07-01 20:20:27,48,142,2015-07-01,20:16:05
2015-07-01 12:54:24,2015-07-01 13:04:25,236,163,2015-07-01,12:54:24
2015-07-01 18:23:48,2015-07-01 18:54:00,102,138,2015-07-01,18:23:48
2015-07-01 12:05:18,2015-07-01 12:31:54,230,87,2015-07-01,12:05:18
2015-07-01 15:50:58,2015-07-01 16:02:04,239,100,2015-07-01,15:50:58
2015-07-01 13:51:27,2015-07-01 14:00:36,24,238,2015-07-01,13:51:27
2015-07-01 05:49:07,2015-07-01 05:59:10,161,151,2015-07-01,05:49:07
2015-07-01 23:08:23,2015-07-01 23:34:52,106,138,2015-07-01,23:08:23
2015-07-01 21:40:58,2015-07-01 22:00:06,237,90,2015-07-01,21:40:58
2015-07-01 16:00:45,2015-07-01 16:16:04,186,68,2015-07-01,16:00:45
2015-07-01 17:56:56,2015-07-01 18:22:40,142,164,2015-07-01,17:56:56
2015-07-01 07:41:20,2015-07-01 07:55:35,239,116,2015-07-01,07:41:20
2015-07-01 21:29:31,2015-07-01 21:38:19,137,246,2015-07-01,21:29:31
2015-07-01 17:21:00,2015-07-01 17:32:31,68,90,2015-07-01,17:21:00
2015-07-01 16:00:15,2015-07-01 17:03:23,132,164,2015-07-01,16:00:15
2015-07-01 21:22:25,2015-07-01 21:30:56,75,163,2015-07-01,21:22:25
2015-07-01 13:22:34,2015-07-01 13:29:22,90,113,2015-07-01,13:22:34
2015-07-01 20:56:40,2015-07-01 21:09:06,166,237,2015-07-01,20:56:40
2015-07-01 11:07:07,2015-07-01 11:14:19,236,236,2015-07-01,11:07:07
2015-07-01 03:40:34,2015-07-01 03:57:58,263,255,2015-07-01,03:40:34
2015-07-01 11:31:24,2015-07-01 11:44:16,163,186,2015-07-01,11:31:24
2015-07-01 10:58:47,2015-07-01 11:22:24,230,13,2015-07-01,10:58:47
2015-07-01 13:02:34,2015-07-01 13:10:56,113,170,2015-07-01,13:02:34
2015-07-01 08:31:09,2015-07-01 08:42:45,230,162,2015-07-01,08:31:09
2015-07-01 08:44:58,2015-07-01 09:03:44,237,100,2015-07-01,08:44:58
2015-07-01 17:46:44,2015-07-01 17:54:02,230,162,2015-07-01,17:46:44
2015-07-01 06:53:43,2015-07-01 07:06:32,161,262,2015-07-01,06:53:43
2015-07-01 01:54:25,2015-07-01 02:04:35,4,114,2015-07-01,01:54:25
2015-07-01 17:51:56,2015-07-01 18:21:28,145,138,2015-07-01,17:51:56
2015-07-01 14:53:06,2015-07-01 14:57:19,143,50,2015-07-01,14:53:06
2015-07-01 07:13:30,2015-07-01 07:23:59,162,239,2015-07-01,07:13:30
2015-07-01 01:26:13,2015-07-01 01:33:19,114,79,2015-07-01,01:26:13
2015-07-01 09:28:00,2015-07-01 09:34:53,163,48,2015-07-01,09:28:00
2015-07-01 19:07:01,2015-07-01 19:18:07,211,87,2015-07-01,19:07:01
2015-07-01 18:44:55,2015-07-01 18:56:26,141,163,2015-07-01,18:44:55
2015-07-01 22:58:17,2015-07-01 23:21:57,61,234,2015-07-01,22:58:17
2015-07-01 17:20:50,2015-07-01 17:29:57,239,48,2015-07-01,17:20:50
2015-07-01 07:15:22,2015-07-01 07:25:54,234,48,2015-07-01,07:15:22
2015-07-01 18:50:03,2015-07-01 18:58:45,170,186,2015-07-01,18:50:03
2015-07-01 18:39:49,2015-07-01 19:03:20,43,234,2015-07-01,18:39:49
2015-07-01 20:21:13,2015-07-01 20:28:33,234,161,2015-07-01,20:21:13
2015-07-01 00:11:15,2015-07-01 00:20:55,148,231,2015-07-01,00:11:15
2015-07-01 18:38:35,2015-07-01 19:01:02,246,230,2015-07-01,18:38:35
2015-07-01 00:05:26,2015-07-01 00:08:53,186,234,2015-07-01,00:05:26
2015-07-01 14:52:30,2015-07-01 15:33:26,230,138,2015-07-01,14:52:30
2015-07-01 00:04:03,2015-07-01 00:08:54,249,113,2015-07-01,00:04:03
2015-07-01 07:45:04,2015-07-01 07:55:02,231,234,2015-07-01,07:45:04
2015-07-01 13:21:23,2015-07-01 13:43:48,186,229,2015-07-01,13:21:23
2015-07-01 22:51:52,2015-07-01 23:15:42,141,144,2015-07-01,22:51:52
2015-07-01 07:55:09,2015-07-01 08:00:29,163,142,2015-07-01,07:55:09
2015-07-01 18:20:18,2015-07-01 18:24:44,141,236,2015-07-01,18:20:18
2015-07-01 09:55:57,2015-07-01 09:59:20,144,79,2015-07-01,09:55:57
2015-07-01 18:46:27,2015-07-01 18:55:28,229,163,2015-07-01,18:46:27
2015-07-01 09:14:58,2015-07-01 09:29:29,237,162,2015-07-01,09:14:58
2015-07-01 20:05:34,2015-07-01 20:12:11,50,230,2015-07-01,20:05:34
2015-07-01 05:45:06,2015-07-01 06:36:04,230,132,2015-07-01,05:45:06
2015-07-01 12:58:31,2015-07-01 13:06:11,229,140,2015-07-01,12:58:31
2015-07-01 09:31:03,2015-07-01 09:34:49,234,186,2015-07-01,09:31:03
2015-07-01 18:44:43,2015-07-01 19:06:24,230,140,2015-07-01,18:44:43
2015-07-01 20:24:41,2015-07-01 20:33:12,234,186,2015-07-01,20:24:41
2015-07-01 20:20:57,2015-07-01 20:36:31,170,144,2015-07-01,20:20:57
2015-07-01 15:30:53,2015-07-01 15:46:33,90,48,2015-07-01,15:30:53
2015-07-01 01:32:53,2015-07-01 01:34:47,68,246,2015-07-01,01:32:53
2015-07-01 08:43:18,2015-07-01 09:03:23,75,116,2015-07-01,08:43:18
2015-07-01 08:03:39,2015-07-01 08:13:23,48,161,2015-07-01,08:03:39
2015-07-01 14:25:59,2015-07-01 14:47:23,263,162,2015-07-01,14:25:59
2015-07-01 18:27:00,2015-07-01 19:16:59,148,132,2015-07-01,18:27:00
2015-07-01 13:39:04,2015-07-01 14:06:41,161,239,2015-07-01,13:39:04
2015-07-01 20:15:22,2015-07-01 20:18:46,79,148,2015-07-01,20:15:22
2015-07-01 15:39:50,2015-07-01 15:48:55,113,148,2015-07-01,15:39:50
2015-07-01 14:07:31,2015-07-01 15:06:07,129,163,2015-07-01,14:07:31
2015-07-01 09:34:56,2015-07-01 09:53:06,137,100,2015-07-01,09:34:56
2015-07-01 11:01:55,2015-07-01 11:10:18,114,234,2015-07-01,11:01:55
2015-07-01 09:36:08,2015-07-01 09:38:55,107,170,2015-07-01,09:36:08
2015-07-01 15:40:27,2015-07-01 15:58:05,162,238,2015-07-01,15:40:27
2015-07-01 00:53:44,2015-07-01 01:06:46,61,181,2015-07-01,00:53:44
2015-07-01 08:32:37,2015-07-01 08:39:47,162,234,2015-07-01,08:32:37
2015-07-01 14:18:22,2015-07-01 14:39:47,43,186,2015-07-01,14:18:22
2015-07-01 08:59:51,2015-07-01 09:04:38,239,142,2015-07-01,08:59:51
2015-07-01 22:25:16,2015-07-01 22:36:31,236,48,2015-07-01,22:25:16
2015-07-01 18:08:43,2015-07-01 18:19:09,141,161,2015-07-01,18:08:43
2015-07-01 20:48:04,2015-07-01 21:09:06,181,148,2015-07-01,20:48:04
2015-07-01 10:01:51,2015-07-01 10:30:27,138,238,2015-07-01,10:01:51
2015-07-01 12:07:53,2015-07-01 12:12:20,162,237,2015-07-01,12:07:53
2015-07-01 23:06:16,2015-07-01 23:14:15,231,148,2015-07-01,23:06:16
2015-07-01 05:42:07,2015-07-01 05:57:54,37,144,2015-07-01,05:42:07
2015-07-01 17:21:30,2015-07-01 17:28:22,4,107,2015-07-01,17:21:30
2015-07-01 20:29:05,2015-07-01 20:39:58,164,230,2015-07-01,20:29:05
2015-07-01 00:06:47,2015-07-01 00:23:09,263,211,2015-07-01,00:06:47
2015-07-01 21:02:00,2015-07-01 21:12:39,48,229,2015-07-01,21:02:00
2015-07-01 21:37:45,2015-07-01 21:41:09,75,74,2015-07-01,21:37:45
2015-07-01 19:07:24,2015-07-01 19:21:51,79,68,2015-07-01,19:07:24
2015-07-01 16:18:35,2015-07-01 16:30:39,162,164,2015-07-01,16:18:35
2015-07-01 17:07:52,2015-07-01 17:27:01,90,50,2015-07-01,17:07:52
2015-07-01 08:59:42,2015-07-01 09:08:44,163,142,2015-07-01,08:59:42
2015-07-01 09:55:37,2015-07-01 10:13:48,170,186,2015-07-01,09:55:37
2015-07-01 21:55:47,2015-07-01 22:07:43,13,209,2015-07-01,21:55:47
2015-07-01 11:57:20,2015-07-01 12:10:33,232,45,2015-07-01,11:57:20
2015-07-01 21:51:38,2015-07-01 21:59:32,236,162,2015-07-01,21:51:38
2015-07-01 12:06:56,2015-07-01 12:22:29,236,142,2015-07-01,12:06:56
2015-07-01 14:51:57,2015-07-01 14:55:39,143,239,2015-07-01,14:51:57
2015-07-01 12:29:42,2015-07-01 12:36:13,237,163,2015-07-01,12:29:42
2015-07-01 18:21:02,2015-07-01 18:35:52,230,246,2015-07-01,18:21:02
2015-07-01 13:12:59,2015-07-01 13:24:32,50,161,2015-07-01,13:12:59
2015-07-01 00:19:51,2015-07-01 00:24:28,68,158,2015-07-01,00:19:51
2015-07-01 14:09:15,2015-07-01 14:15:29,237,229,2015-07-01,14:09:15
2015-07-01 11:31:49,2015-07-01 11:44:30,79,164,2015-07-01,11:31:49
2015-07-01 17:16:09,2015-07-01 17:33:36,65,231,2015-07-01,17:16:09
2015-07-01 20:12:09,2015-07-01 20:27:04,230,79,2015-07-01,20:12:09
2015-07-01 16:33:37,2015-07-01 16:36:28,141,236,2015-07-01,16:33:37
2015-07-01 18:16:14,2015-07-01 18:19:36,68,90,2015-07-01,18:16:14
2015-07-01 07:42:55,2015-07-01 07:59:53,87,113,2015-07-01,07:42:55
2015-07-01 16:15:03,2015-07-01 16:37:33,90,88,2015-07-01,16:15:03
2015-07-01 16:51:57,2015-07-01 17:25:03,163,144,2015-07-01,16:51:57
2015-07-01 00:14:43,2015-07-01 00:40:23,211,132,2015-07-01,00:14:43
2015-07-01 18:30:33,2015-07-01 18:48:21,161,148,2015-07-01,18:30:33
2015-07-01 10:04:48,2015-07-01 10:06:08,170,170,2015-07-01,10:04:48
2015-07-01 12:12:40,2015-07-01 12:30:59,211,170,2015-07-01,12:12:40
2015-07-01 12:57:38,2015-07-01 13:07:59,141,162,2015-07-01,12:57:38
2015-07-01 22:16:14,2015-07-01 22:22:25,230,161,2015-07-01,22:16:14
2015-07-01 08:08:47,2015-07-01 08:17:46,100,211,2015-07-01,08:08:47
2015-07-01 11:21:58,2015-07-01 11:38:59,138,170,2015-07-01,11:21:58
2015-07-01 15:46:38,2015-07-01 15:50:12,249,68,2015-07-01,15:46:38
2015-07-01 16:11:15,2015-07-01 16:34:07,209,107,2015-07-01,16:11:15
2015-07-01 11:28:04,2015-07-01 11:56:23,170,231,2015-07-01,11:28:04
2015-07-01 07:37:28,2015-07-01 07:46:02,246,90,2015-07-01,07:37:28
2015-07-01 22:47:01,2015-07-01 22:53:57,224,113,2015-07-01,22:47:01
2015-07-01 07:10:40,2015-07-01 07:17:04,48,100,2015-07-01,07:10:40
2015-07-01 22:19:11,2015-07-01 22:28:30,229,141,2015-07-01,22:19:11
2015-07-01 14:18:47,2015-07-01 14:26:01,211,113,2015-07-01,14:18:47
2015-07-01 15:27:21,2015-07-01 16:00:47,162,138,2015-07-01,15:27:21
2015-07-01 16:39:43,2015-07-01 16:54:54,236,230,2015-07-01,16:39:43
2015-07-01 22:38:47,2015-07-01 22:59:37,249,239,2015-07-01,22:38:47
2015-07-01 19:37:54,2015-07-01 19:45:26,230,230,2015-07-01,19:37:54
2015-07-01 18:21:57,2015-07-01 18:28:35,90,107,2015-07-01,18:21:57
2015-07-01 18:42:53,2015-07-01 19:09:46,161,231,2015-07-01,18:42:53
2015-07-01 06:58:36,2015-07-01 07:08:04,43,262,2015-07-01,06:58:36
2015-07-01 11:44:21,2015-07-01 12:00:10,140,229,2015-07-01,11:44:21
2015-07-01 19:07:03,2015-07-01 19:22:16,107,141,2015-07-01,19:07:03
2015-07-01 18:31:41,2015-07-01 18:38:09,7,260,2015-07-01,18:31:41
2015-07-01 12:29:22,2015-07-01 12:42:49,151,237,2015-07-01,12:29:22
2015-07-01 09:22:40,2015-07-01 09:39:31,140,113,2015-07-01,09:22:40
2015-07-01 09:46:02,2015-07-01 10:05:20,234,140,2015-07-01,09:46:02
2015-07-01 13:24:24,2015-07-01 13:33:08,161,249,2015-07-01,13:24:24
2015-07-01 15:03:01,2015-07-01 15:08:49,141,162,2015-07-01,15:03:01
2015-07-01 20:13:55,2015-07-01 20:27:30,137,261,2015-07-01,20:13:55
2015-07-01 06:23:51,2015-07-01 06:34:28,87,13,2015-07-01,06:23:51
2015-07-01 09:32:56,2015-07-01 10:15:48,81,231,2015-07-01,09:32:56
2015-07-01 10:06:35,2015-07-01 10:17:37,143,237,2015-07-01,10:06:35
2015-07-01 19:23:09,2015-07-01 19:32:12,164,234,2015-07-01,19:23:09
2015-07-01 09:09:04,2015-07-01 09:42:14,229,33,2015-07-01,09:09:04
2015-07-01 03:13:29,2015-07-01 03:19:49,48,68,2015-07-01,03:13:29
2015-07-01 13:31:13,2015-07-01 13:49:42,164,100,2015-07-01,13:31:13
2015-07-01 22:04:19,2015-07-01 22:13:16,79,224,2015-07-01,22:04:19
2015-07-01 23:01:55,2015-07-01 23:11:52,229,161,2015-07-01,23:01:55
2015-07-01 18:48:32,2015-07-01 18:58:42,79,249,2015-07-01,18:48:32
2015-07-01 00:52:43,2015-07-01 00:58:05,107,113,2015-07-01,00:52:43
2015-07-01 07:50:27,2015-07-01 08:02:22,170,50,2015-07-01,07:50:27
2015-07-01 08:33:20,2015-07-01 09:01:21,210,132,2015-07-01,08:33:20
2015-07-01 15:01:04,2015-07-01 15:16:28,262,163,2015-07-01,15:01:04
2015-07-01 21:24:12,2015-07-01 21:39:58,186,239,2015-07-01,21:24:12
2015-07-01 10:13:16,2015-07-01 10:23:32,125,246,2015-07-01,10:13:16
2015-07-01 11:17:28,2015-07-01 11:21:14,237,237,2015-07-01,11:17:28
2015-07-01 15:53:13,2015-07-01 15:57:50,158,249,2015-07-01,15:53:13
2015-07-01 19:57:14,2015-07-01 20:11:17,141,48,2015-07-01,19:57:14
2015-07-01 05:49:39,2015-07-01 06:07:15,234,238,2015-07-01,05:49:39
2015-07-01 20:18:15,2015-07-01 20:24:39,142,237,2015-07-01,20:18:15
2015-07-01 14:35:48,2015-07-01 14:49:42,162,100,2015-07-01,14:35:48
2015-07-01 16:59:16,2015-07-01 17:31:53,143,144,2015-07-01,16:59:16
2015-07-01 18:19:47,2015-07-01 18:24:33,68,234,2015-07-01,18:19:47
2015-07-01 19:22:53,2015-07-01 19:30:04,40,25,2015-07-01,19:22:53
2015-07-01 21:58:17,2015-07-01 22:00:12,238,238,2015-07-01,21:58:17
2015-07-01 22:14:43,2015-07-01 22:33:05,79,90,2015-07-01,22:14:43
2015-07-01 12:59:19,2015-07-01 13:16:36,186,233,2015-07-01,12:59:19
2015-07-01 07:58:35,2015-07-01 08:07:26,163,100,2015-07-01,07:58:35
2015-07-01 06:37:15,2015-07-01 06:41:46,163,143,2015-07-01,06:37:15
2015-07-01 16:29:57,2015-07-01 16:37:16,75,236,2015-07-01,16:29:57
2015-07-01 07:02:42,2015-07-01 07:11:07,68,113,2015-07-01,07:02:42
2015-07-01 16:51:07,2015-07-01 17:35:39,230,88,2015-07-01,16:51:07
2015-07-01 15:27:54,2015-07-01 15:35:14,230,164,2015-07-01,15:27:54
2015-07-01 18:37:15,2015-07-01 18:51:01,137,148,2015-07-01,18:37:15
2015-07-01 20:37:30,2015-07-01 20:45:13,163,239,2015-07-01,20:37:30
2015-07-01 09:11:07,2015-07-01 09:31:20,234,239,2015-07-01,09:11:07
2015-07-01 20:39:56,2015-07-01 20:49:52,12,144,2015-07-01,20:39:56
2015-07-01 19:13:08,2015-07-01 19:15:52,239,142,2015-07-01,19:13:08
2015-07-01 09:14:52,2015-07-01 09:23:23,234,186,2015-07-01,09:14:52
2015-07-01 06:23:08,2015-07-01 06:29:16,68,186,2015-07-01,06:23:08
2015-07-01 17:44:12,2015-07-01 17:49:42,141,262,2015-07-01,17:44:12
2015-07-01 13:50:54,2015-07-01 13:55:18,137,79,2015-07-01,13:50:54
2015-07-01 22:05:27,2015-07-01 22:22:19,261,100,2015-07-01,22:05:27
2015-07-01 13:20:45,2015-07-01 13:32:16,161,48,2015-07-01,13:20:45
2015-07-01 17:51:48,2015-07-01 18:03:43,230,163,2015-07-01,17:51:48
2015-07-01 22:12:35,2015-07-01 22:32:14,262,107,2015-07-01,22:12:35
2015-07-01 19:46:16,2015-07-01 20:02:33,263,138,2015-07-01,19:46:16
2015-07-01 09:51:14,2015-07-01 09:55:36,236,263,2015-07-01,09:51:14
2015-07-01 10:17:52,2015-07-01 10:40:45,100,231,2015-07-01,10:17:52
2015-07-01 18:12:28,2015-07-01 18:22:44,239,163,2015-07-01,18:12:28
2015-07-01 18:24:22,2015-07-01 18:53:31,158,163,2015-07-01,18:24:22
2015-07-01 06:18:53,2015-07-01 06:22:49,230,186,2015-07-01,06:18:53
2015-07-01 07:26:16,2015-07-01 07:35:38,170,114,2015-07-01,07:26:16
2015-07-01 08:21:04,2015-07-01 08:26:46,236,263,2015-07-01,08:21:04
2015-07-01 10:30:31,2015-07-01 10:48:23,186,48,2015-07-01,10:30:31
2015-07-01 19:55:03,2015-07-01 20:06:02,163,162,2015-07-01,19:55:03
2015-07-01 19:05:41,2015-07-01 19:19:52,107,163,2015-07-01,19:05:41
2015-07-01 17:17:48,2015-07-01 17:35:39,181,66,2015-07-01,17:17:48
2015-07-01 18:53:39,2015-07-01 18:56:15,237,163,2015-07-01,18:53:39
2015-07-01 22:31:00,2015-07-01 22:40:49,229,170,2015-07-01,22:31:00
2015-07-01 19:38:57,2015-07-01 19:47:46,229,263,2015-07-01,19:38:57
2015-07-01 21:03:10,2015-07-01 21:18:22,170,88,2015-07-01,21:03:10
2015-07-01 21:10:25,2015-07-01 21:20:36,186,79,2015-07-01,21:10:25
2015-07-01 15:13:33,2015-07-01 15:30:05,161,48,2015-07-01,15:13:33
2015-07-01 01:42:05,2015-07-01 01:49:14,113,68,2015-07-01,01:42:05
2015-07-01 09:50:39,2015-07-01 10:40:52,17,132,2015-07-01,09:50:39
2015-07-01 08:08:34,2015-07-01 08:41:13,239,146,2015-07-01,08:08:34
2015-07-01 00:06:18,2015-07-01 00:16:28,152,239,2015-07-01,00:06:18
2015-07-01 00:38:24,2015-07-01 00:50:59,95,132,2015-07-01,00:38:24
2015-07-01 20:33:41,2015-07-01 20:42:50,263,162,2015-07-01,20:33:41
2015-07-01 16:24:53,2015-07-01 16:30:05,231,125,2015-07-01,16:24:53
2015-07-01 20:35:40,2015-07-01 21:00:30,89,79,2015-07-01,20:35:40
2015-07-01 18:06:55,2015-07-01 18:26:27,79,13,2015-07-01,18:06:55
2015-07-01 19:18:51,2015-07-01 19:20:25,142,50,2015-07-01,19:18:51
2015-07-01 10:29:08,2015-07-01 10:53:20,230,114,2015-07-01,10:29:08
2015-07-01 08:12:28,2015-07-01 08:18:51,137,234,2015-07-01,08:12:28
2015-07-01 21:22:47,2015-07-01 21:39:10,233,231,2015-07-01,21:22:47
2015-07-01 10:43:59,2015-07-01 11:06:25,161,229,2015-07-01,10:43:59
2015-07-01 08:44:57,2015-07-01 09:06:23,162,236,2015-07-01,08:44:57
2015-07-01 18:25:02,2015-07-01 18:30:20,140,237,2015-07-01,18:25:02
2015-07-01 09:04:00,2015-07-01 09:14:46,170,107,2015-07-01,09:04:00
2015-07-01 23:56:44,2015-07-02 00:04:28,209,234,2015-07-01,23:56:44
2015-07-01 21:58:24,2015-07-01 22:05:28,107,107,2015-07-01,21:58:24
2015-07-01 08:46:06,2015-07-01 09:28:42,258,186,2015-07-01,08:46:06
2015-07-01 16:08:39,2015-07-01 16:20:39,13,246,2015-07-01,16:08:39
2015-07-01 22:17:31,2015-07-01 22:21:54,161,161,2015-07-01,22:17:31
2015-07-01 08:57:17,2015-07-01 09:09:54,230,237,2015-07-01,08:57:17
2015-07-01 15:43:32,2015-07-01 16:13:47,186,13,2015-07-01,15:43:32
2015-07-01 22:23:27,2015-07-01 22:35:35,249,246,2015-07-01,22:23:27
2015-07-01 22:06:34,2015-07-01 22:11:07,141,237,2015-07-01,22:06:34
2015-07-01 22:25:17,2015-07-01 22:36:57,143,90,2015-07-01,22:25:17
2015-07-01 16:56:55,2015-07-01 17:03:11,141,237,2015-07-01,16:56:55
2015-07-01 14:42:55,2015-07-01 15:08:48,50,230,2015-07-01,14:42:55
2015-07-01 23:40:01,2015-07-02 00:07:50,26,137,2015-07-01,23:40:01
2015-07-01 16:14:11,2015-07-01 16:48:38,186,236,2015-07-01,16:14:11
2015-07-01 18:38:54,2015-07-01 19:03:30,74,137,2015-07-01,18:38:54
2015-07-01 13:16:32,2015-07-01 13:25:14,140,170,2015-07-01,13:16:32
2015-07-01 09:17:34,2015-07-01 09:41:56,236,229,2015-07-01,09:17:34
2015-07-01 19:56:48,2015-07-01 20:10:01,229,163,2015-07-01,19:56:48
2015-07-01 06:45:31,2015-07-01 06:49:45,161,164,2015-07-01,06:45:31
2015-07-01 23:31:09,2015-07-01 23:37:17,261,261,2015-07-01,23:31:09
2015-07-01 19:52:20,2015-07-01 20:03:10,114,68,2015-07-01,19:52:20
2015-07-01 20:13:45,2015-07-01 20:31:26,151,230,2015-07-01,20:13:45
2015-07-01 22:09:36,2015-07-01 22:28:20,125,230,2015-07-01,22:09:36
2015-07-01 01:08:58,2015-07-01 01:38:53,159,48,2015-07-01,01:08:58
2015-07-01 08:43:27,2015-07-01 08:56:45,233,79,2015-07-01,08:43:27
2015-07-01 00:24:53,2015-07-01 00:29:03,137,113,2015-07-01,00:24:53
2015-07-01 07:58:07,2015-07-01 08:05:37,230,142,2015-07-01,07:58:07
2015-07-01 20:02:22,2015-07-01 20:09:51,229,263,2015-07-01,20:02:22
2015-07-01 13:32:27,2015-07-01 13:42:24,249,234,2015-07-01,13:32:27
2015-07-01 18:13:01,2015-07-01 18:25:14,234,68,2015-07-01,18:13:01
2015-07-01 22:35:57,2015-07-01 22:48:11,164,79,2015-07-01,22:35:57
2015-07-01 19:00:27,2015-07-01 19:36:06,181,138,2015-07-01,19:00:27
2015-07-01 11:23:31,2015-07-01 11:27:19,263,236,2015-07-01,11:23:31
2015-07-01 09:34:48,2015-07-01 09:40:52,79,144,2015-07-01,09:34:48
2015-07-01 22:25:51,2015-07-01 22:38:16,186,79,2015-07-01,22:25:51
2015-07-01 12:01:42,2015-07-01 12:11:57,114,68,2015-07-01,12:01:42
2015-07-01 13:28:13,2015-07-01 13:45:14,186,161,2015-07-01,13:28:13
2015-07-01 00:39:04,2015-07-01 00:53:46,7,233,2015-07-01,00:39:04
2015-07-01 07:41:15,2015-07-01 07:57:48,13,170,2015-07-01,07:41:15
2015-07-01 18:21:17,2015-07-01 18:28:01,4,232,2015-07-01,18:21:17
2015-07-01 23:43:44,2015-07-02 00:06:10,141,144,2015-07-01,23:43:44
2015-07-01 09:56:44,2015-07-01 10:02:21,230,100,2015-07-01,09:56:44
2015-07-01 12:40:28,2015-07-01 13:03:39,161,236,2015-07-01,12:40:28
2015-07-01 13:01:05,2015-07-01 13:14:01,68,164,2015-07-01,13:01:05
2015-07-01 22:26:13,2015-07-01 23:09:53,48,132,2015-07-01,22:26:13
2015-07-01 06:49:55,2015-07-01 06:58:51,211,79,2015-07-01,06:49:55
2015-07-01 20:29:59,2015-07-01 20:33:40,236,140,2015-07-01,20:29:59
2015-07-01 00:59:03,2015-07-01 01:25:32,129,230,2015-07-01,00:59:03
2015-07-01 10:53:20,2015-07-01 11:03:15,107,234,2015-07-01,10:53:20
2015-07-01 23:47:15,2015-07-02 00:07:13,13,97,2015-07-01,23:47:15
2015-07-01 18:17:18,2015-07-01 18:56:11,181,79,2015-07-01,18:17:18
2015-07-01 07:13:23,2015-07-01 07:27:14,107,237,2015-07-01,07:13:23
2015-07-01 19:28:15,2015-07-01 19:38:10,230,142,2015-07-01,19:28:15
2015-07-01 20:15:44,2015-07-01 20:36:51,239,230,2015-07-01,20:15:44
2015-07-01 15:38:47,2015-07-01 15:43:30,100,164,2015-07-01,15:38:47
2015-07-01 19:52:32,2015-07-01 20:18:04,82,7,2015-07-01,19:52:32
2015-07-01 12:15:22,2015-07-01 12:42:15,164,232,2015-07-01,12:15:22
2015-07-01 17:18:02,2015-07-01 17:30:13,238,43,2015-07-01,17:18:02
2015-07-01 06:34:47,2015-07-01 06:46:43,113,142,2015-07-01,06:34:47
2015-07-01 21:30:09,2015-07-01 21:36:12,4,137,2015-07-01,21:30:09
2015-07-01 21:27:36,2015-07-01 21:36:01,249,68,2015-07-01,21:27:36
2015-07-01 06:45:25,2015-07-01 06:49:42,237,140,2015-07-01,06:45:25
2015-07-01 00:49:23,2015-07-01 01:25:38,76,249,2015-07-01,00:49:23
2015-07-01 08:56:23,2015-07-01 09:18:04,13,48,2015-07-01,08:56:23
2015-07-01 13:42:20,2015-07-01 14:18:28,125,163,2015-07-01,13:42:20
2015-07-01 15:11:23,2015-07-01 15:29:35,162,43,2015-07-01,15:11:23
2015-07-01 22:07:38,2015-07-01 22:17:06,107,79,2015-07-01,22:07:38
2015-07-01 11:13:18,2015-07-01 11:33:42,237,68,2015-07-01,11:13:18
2015-07-01 06:21:15,2015-07-01 06:58:16,132,237,2015-07-01,06:21:15
2015-07-01 20:15:13,2015-07-01 20:22:58,107,90,2015-07-01,20:15:13
2015-07-01 22:27:18,2015-07-01 22:43:26,231,100,2015-07-01,22:27:18
2015-07-01 22:52:11,2015-07-01 23:00:28,231,186,2015-07-01,22:52:11
2015-07-01 00:53:08,2015-07-01 01:07:54,143,137,2015-07-01,00:53:08
2015-07-01 01:32:45,2015-07-01 01:47:33,97,113,2015-07-01,01:32:45
2015-07-01 22:03:55,2015-07-01 22:08:46,125,144,2015-07-01,22:03:55
2015-07-01 11:12:07,2015-07-01 11:24:19,90,107,2015-07-01,11:12:07
2015-07-01 17:53:09,2015-07-01 18:03:58,79,234,2015-07-01,17:53:09
2015-07-01 21:54:16,2015-07-01 22:33:19,21,186,2015-07-01,21:54:16
2015-07-01 08:58:25,2015-07-01 09:24:59,170,261,2015-07-01,08:58:25
2015-07-01 13:19:44,2015-07-01 13:24:34,236,237,2015-07-01,13:19:44
2015-07-01 05:45:54,2015-07-01 05:54:44,114,158,2015-07-01,05:45:54
2015-07-01 03:08:34,2015-07-01 03:14:11,13,231,2015-07-01,03:08:34
2015-07-01 11:08:59,2015-07-01 11:22:51,138,179,2015-07-01,11:08:59
2015-07-01 15:32:12,2015-07-01 15:47:25,142,246,2015-07-01,15:32:12
2015-07-01 19:46:28,2015-07-01 19:59:45,164,230,2015-07-01,19:46:28
2015-07-01 09:44:45,2015-07-01 10:06:50,170,237,2015-07-01,09:44:45
2015-07-01 13:43:39,2015-07-01 13:58:18,239,161,2015-07-01,13:43:39
2015-07-01 15:20:29,2015-07-01 15:29:02,230,161,2015-07-01,15:20:29
2015-07-01 12:30:10,2015-07-01 12:49:20,79,87,2015-07-01,12:30:10
2015-07-01 08:02:20,2015-07-01 08:07:32,107,170,2015-07-01,08:02:20
2015-07-01 13:59:43,2015-07-01 14:27:59,145,164,2015-07-01,13:59:43
